ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B0BTJ2THK3,positive,shown in picture,2120,456,1,bag is so beautiful and good quality and same to same product
B07P66YQ3L,negative,size issues,29856,9059,11,"its size is small,very big size,very big size not looking good,too small,size small"
B07QV1V72M,negative,zip is not working,1927,595,2,"zips are failed and one purse is damage,zip of the bag is faulty"
B08NYMRBYY,negative,looks like used,491,138,1,looking used one
B09DGMKBYZ,negative,bed quality,185,63,3,"bed prodect and bed material,very bed quality"
B09DX9H63B,negative,black stains on bag,551,188,1,theres black water mark in all small bags
B09PJMQ24C,negative,old bag,695,185,3,"bag is very old and fade your take too much of time for return pickup,its quality is not good worst material its seems very old and the color is not same as shown in picture,product looks old"
B09DGP2H52,negative,design not the same,52,9,1,not same as shown in the description
B09DGP2H52,negative,not comfortable,1451,603,5,"does not look good,not comfortable with the product,not look good,dont look good"
B09G6VB6DP,negative,stitching is damaged,260,85,1,finishing is too bad on top thread are stitched badly looks so unpleasant
B09N3K2ZCP,negative,one zip,268,126,4,"it having only one zip,sides are fully opened zip is only in center,only single zip is there,single zip"
B09N3K2ZCP,positive,leather quality,910,167,1,instead of rexine you can use much recent material which is blend of rexine and leather
B09PJMM2XM,negative,not comfortable,1451,603,4,"do not look good,does not look good,look not good,looks not good and too small"
B09PJMQ24C,negative,bad quality,6425,2142,9,"quality is not good,quality is not good,quality is not good,quality is not good,quality is not good"
B09PJMQ24C,negative,no compartments,183,76,1,there has no pockets
B07CRJJC8M,negative,zip is broken,898,253,2,"zip is broken,zip not working and another zip broken"
B083Y1CZCL,negative,looks like already used,97,31,1,why is this happening and in the status it says it already delivered
B09N3K2ZCP,negative,stitching is coming,353,114,5,"stitches are open from some places,stitch is open from one end,material and stitching quality issue,stitch out,the stitching is coming out and the bag is too small"
B09PJMM2XM,negative,waste of money,3228,903,2,"waste of money,price tag missing"
B0B7XL9PT3,negative,received incomplete item,245,117,2,"part or accessory missing from product box,one item missing"
B09DX9H63B,negative,dust on product,192,32,1,its all dust on the product
B09N3K2ZCP,positive,nice small bag,149,34,1,the tiny mini bag is the cute one
B09N3LZYHF,negative,little damaged,178,69,2,"not up to the mark and little broken too,product is little damaged n not so good"
B09N3LZYHF,negative,not new,61,23,1,the item is not new quality is also not up to the mark
B09PJMM2XM,negative,no brand mentioned,142,54,1,verification failed
B0B2K83BT3,negative,dirt marks on product,197,55,3,"dirt on all over the product,product is dirt look like used,wet spots of dirt"
B07P66YQ3L,negative,chain quality,284,95,2,"bad finish chain quality v bad,the chain of the bag was broken and was not working properly"
B07P73CMNF,negative,hook is broken,121,43,1,big handbag is defective and hook is broken from one end
B08T7BDMZM,negative,looks like old stock,208,44,1,look like old stock
B08T7BDMZM,negative,not genuine,214,64,1,sorry this is not good
B09DGMKBYZ,negative,compartments inside the bag,681,242,1,size looks small and no inner pockets
B09DGMKBYZ,negative,waste of money,3228,903,3,"absolutely waste of money very poor quality of material,waste money,i want my money back and pick up your low quality material"
B09G6VB6DP,negative,material is not good,6393,2458,3,"its means poor material quality,it is low quality material,the quality of the stitching and the material is not good"
B09N3K2ZCP,positive,looks stylish,1579,331,2,"the quality and look is very classy,all the products are good spacious stylish"
B09PJMM2XM,negative,color is also different from picture,95,32,1,product looks totally different from site and color is also not same
B0B7XLF2JM,negative,zip quality,1317,457,1,zip system is poor
B08QL6VK6H,negative,less space,226,82,1,space issue
B08T7BDMZM,negative,bag size is not comfortable,167,42,1,large bag does not have sufficient slots
B08T7BDMZM,negative,quality is not worth,271,115,1,issue quality is not good
B09DGMKBYZ,negative,not safe to carry things,163,74,1,will not hold the items properly
B09N3LZYHF,positive,shown in picture,2120,456,1,same as title
B09PJMM2XM,negative,finishing is not good,872,317,1,not good product quality very bad
B07P66YQ3L,negative,belt is not good,38,10,1,belt is not consistent on both sides
B0974S6R81,negative,material is not good,6393,2458,4,"item material not good,very poor material quality,very good and nice but the material is not good,poor material and small size poor stitches"
B09N3K2ZCP,negative,zips are less,68,31,1,there is very less zip
B09VZ8GP4V,negative,small hole in bag,146,63,1,little torn on the bag
B083XZK6RJ,positive,long time,50,16,1,you will not feel well with this one although quality is good can be use for long time
B08NYPH9FS,negative,small scratch on bag,17,8,1,have a scratch on the small purse
B08NYPH9FS,positive,shown in picture,2120,456,1,i received product like as shown as in picture but material not good thats why i return but i always like to buy all items from amazon
B08S2TRL5L,positive,good pouch,35,8,1,comes with a sling bag purse card holder and pouch useful for various purpose
B08S2TRL5L,positive,shown in picture,2120,456,2,"product is not good and as shown in the image,product in the photograph looks nice"
B09N3K2ZCP,negative,size mentioned,348,104,6,"i thought it was standard in size,i expect quality more and size too,size matter,size"
B09N3LZYHF,negative,strap size is small,231,104,5,"i found the size of the hand bag too small,size is too small of the bag,size is too small for a register copy,the size of the bags are too small thay are not same as shown in the picture,bag is too short in size"
B09PJMQ24C,negative,no match,80,28,1,not ok
B09PJMZ7XF,negative,not as per description,123,42,1,doesnt meet the expectations
B09PJMZ7XF,positive,stylish bag,578,113,1,very beautiful bag
B0824QC1H4,negative,zip not fully covered,293,96,1,rough edge surface sketches and zip not cover full bag side open
B083XZK6RJ,negative,dull color,1638,414,6,"color is very dull and not the same color which is ordered,quality is very cheap and color is very dull,product quality is very cheap and color is very dull,color looks dull,quality dull"
B083Y1CZCL,negative,doesn't up to mark,1526,493,1,not up to the mark
B08T7BDMZM,negative,belt is damaged,97,37,2,strip is damaged
B08T7BDMZM,negative,no compartments,183,76,1,there is no compartment and pocket inside the bag
B09N3LZYHF,negative,handle is coming off,51,16,1,handle mark observed
B09PJMM2XM,negative,doesn't up to mark,1526,493,4,"not up to the mark,not up to the mark,no"
B0B2K83BT3,negative,quality is not worth,271,115,2,"quality was not do good,quality is not satisfied"
B07RPY7XTW,positive,value for money,8601,2240,2,"value for money got the combo for 299 on the other day it was 599,worth the price"
B083XZK6RJ,negative,one pocket,179,86,2,"there is only one pocket in all handbag,only 3 purse got please return"
B083Y1392Q,positive,value for money,8601,2240,3,"value for money,worth for money but color is different"
B08NYMRBYY,negative,not leather,403,109,2,"product is not leather and quality is bad,color is not exact as shown in app and internal part not has any extra material its just external pu leather"
B08S2TRL5L,negative,color not good,3789,1225,3,"it was a gift and she doesnt like the color,color not good,dont like color"
B08T7BDMZM,positive,shown in picture,2120,456,2,"good style color and exactly like seen in the pictures,look as per image and reality is too different at first glance my mind was like why i placed order online its better to buy offline"
B09G6VB6DP,negative,color not good,3789,1225,2,"its not good color and quality is not good its like boring color,quality is pretty well but color is different as i saw in picture that is a negative point"
B09G6VB6DP,negative,looks old,2185,529,2,"product is very old and in bad quality shape and condition,old fasioned"
B09HSCK9K5,negative,dull color,1638,414,1,the color is dull
B09N3K2ZCP,negative,no compartments,183,76,5,"no compartment no zip inside the bag,no inner compartments,no compartments,no compartments,no compartments and not good quality material"
B09PJMQ24C,negative,color is different from pic,597,213,2,"color different as shown in picture also seem like used product as well as colocr faded,its quality is not good worst material its seems very old and the color is not same as shown in picture"
B07TTH6ZDX,negative,doesn't up to mark,1526,493,1,no
B082F4P1NK,positive,value for money,8601,2240,1,quality also fine for the price i bought but i found a small side stitching tored underneath bag which i feel not the case to be happened
B083XZK6RJ,negative,not safe to carry things,163,74,1,not in good condition
B083Y19MMJ,negative,no pockets inside,463,207,3,"it does not have any pockets inside,color not match and no internal pocket,no pocket"
B08QL6VK6H,negative,doesn't suit me,1911,576,6,"no good,not worth,not proper,not safe,not good"
B08S2TRL5L,negative,size is not suitable,859,302,1,amazon is good but that sizes i am not satisfaction
B09HSCK9K5,negative,chain quality,284,95,1,small chain and not good finish product
B09PJMZ7XF,negative,product has stains,670,213,1,also wrinkles on the bag
B09XBGMNFB,negative,size issues,29856,9059,1,size is reaalllllyyy reaalllllyyy small
B07CRJJC8M,positive,big to carry,14,2,1,bag is good as shown but the base size is big good for working people who can carry many things
